Geneid,PC3_Hypoxia_S2,LNCAP_Hypoxia_S1,PC3_Normoxia_S2,PC3_Hypoxia_S1,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,LNCAP_Hypoxia_S2,featurecounts.txt,PC3_Normoxia_S1
ENSG00000229757,0,0,0,0,0,0,0,0,0
ENSG00000220749,2,8,3,5,18,14,14,8,3
ENSG00000181450,383,2230,1045,1076,2276,1902,2682,2230,356
ENSG00000225300,0,2,1,0,1,0,0,2,0
ENSG00000223842,14,33,50,47,28,42,36,33,24
ENSG00000143355,3,2,9,12,2,7,1,2,3
ENSG00000237193,0,0,0,0,0,0,0,0,0
ENSG00000223490,0,0,0,0,0,0,0,0,0
ENSG00000174502,2,1,14,7,2,1,2,1,3
ENSG00000143195,108,23,426,309,79,77,34,23,160
ENSG00000162849,4,31,8,16,10,19,33,31,8
ENSG00000232824,0,0,0,0,0,0,0,0,0
ENSG00000067533,158,1410,843,511,1853,1902,1647,1410,299
ENSG00000228955,0,2,0,1,1,4,0,2,0
ENSG00000224702,0,2,0,0,0,0,0,2,0
ENSG00000271811,0,0,0,0,0,0,0,0,0
ENSG00000224278,0,0,0,0,0,0,0,0,0
ENSG00000226486,0,0,0,0,0,0,0,0,0
ENSG00000227687,0,0,0,0,0,0,0,0,0
ENSG00000231814,0,0,0,0,0,0,0,0,0
ENSG00000277007,11,39,28,34,62,46,54,39,13
ENSG00000229016,0,0,1,1,0,0,0,0,0
ENSG00000152104,269,447,684,809,459,528,496,447,280
ENSG00000117650,378,2625,1158,1133,3114,3081,2829,2625,458
ENSG00000203724,3,28,6,6,39,46,19,28,2
ENSG00000225006,0,0,0,0,0,0,0,0,0
ENSG00000223375,2,0,0,0,0,0,0,0,0
ENSG00000230714,0,0,0,0,0,0,0,0,0
ENSG00000173726,79,12708,284,236,12416,15898,13869,12708,74
ENSG00000282852,0,0,0,0,0,0,0,0,0
ENSG00000152382,116,599,417,329,567,636,692,599,173
ENSG00000232100,0,0,0,0,0,0,0,0,0
ENSG00000230547,1,0,2,0,1,0,0,0,0
ENSG00000232215,2,0,7,3,1,0,0,0,3
ENSG00000135829,1427,7266,4712,4654,9270,10523,8775,7266,1737
ENSG00000134717,345,4754,903,957,6209,7502,5331,4754,352
ENSG00000278180,0,0,0,0,0,0,2,0,0
ENSG00000232341,2,2,0,1,9,10,1,2,0
ENSG00000287676,7,2,14,10,8,15,4,2,3
ENSG00000236792,28,55,81,76,79,103,84,55,25
ENSG00000143207,36,1107,70,88,1179,1405,1377,1107,22
ENSG00000270859,0,0,0,0,0,0,0,0,0
ENSG00000238224,0,0,0,0,0,0,0,0,0
ENSG00000237492,0,0,1,0,0,0,0,0,0
ENSG00000150681,0,0,0,0,0,0,0,0,0
ENSG00000116906,163,1065,578,511,1250,1468,1213,1065,232
ENSG00000092969,501,113,2011,1625,17,18,124,113,733
ENSG00000157181,78,2911,285,303,3487,3681,3404,2911,90
ENSG00000250762,0,1,4,2,0,0,1,1,2
ENSG00000076258,16,97,53,44,124,145,150,97,24
ENSG00000117697,466,2488,1690,1291,3316,3845,2925,2488,600
ENSG00000235083,0,0,0,0,0,0,0,0,0
ENSG00000162669,4,39,8,1,43,46,36,39,0
ENSG00000225904,0,0,0,0,0,0,0,0,0
ENSG00000143641,1783,4880,4771,5055,3840,4315,5864,4880,1894
ENSG00000010932,3,27,4,4,33,48,34,27,2
ENSG00000010072,105,695,403,313,779,863,873,695,129
ENSG00000135766,104,577,130,337,150,181,767,577,65
ENSG00000238054,0,0,0,0,0,0,0,0,0
ENSG00000168243,4,155,7,5,161,272,166,155,4
ENSG00000281453,0,0,0,0,0,0,0,0,0
ENSG00000237469,0,0,0,0,0,0,0,0,0
ENSG00000227613,0,0,0,0,0,0,0,0,0
ENSG00000116183,0,0,3,2,2,5,6,0,0
ENSG00000231612,0,0,0,0,0,0,3,0,0
ENSG00000271036,0,0,0,0,0,0,0,0,0
ENSG00000226868,0,0,0,0,0,0,0,0,0
ENSG00000279401,0,0,0,0,0,0,0,0,0
ENSG00000287450,0,0,1,0,0,0,0,0,0
ENSG00000237011,0,1,0,0,0,0,0,1,0
ENSG00000066027,147,1026,539,405,1420,1606,1199,1026,210
ENSG00000173728,1,2,4,4,2,2,0,2,4
ENSG00000225811,0,0,0,0,0,0,0,0,0
ENSG00000273093,0,0,1,0,0,0,0,0,0
ENSG00000185523,0,0,2,0,3,5,2,0,0
ENSG00000116711,29,30,176,111,71,48,30,30,66
ENSG00000226750,1,0,1,2,0,0,0,0,0
ENSG00000285665,4,107,25,13,125,92,144,107,5
ENSG00000231022,0,0,0,0,0,0,0,0,0
ENSG00000224436,0,0,0,0,0,0,0,0,0
ENSG00000234915,0,0,2,1,0,0,0,0,0
ENSG00000227585,0,0,0,0,0,0,0,0,0
ENSG00000157060,0,0,0,0,1,0,0,0,0
ENSG00000237213,0,0,0,0,0,0,0,0,0
ENSG00000213045,0,0,0,1,0,0,0,0,1
ENSG00000230063,0,0,1,0,0,0,0,0,0
ENSG00000235467,0,0,1,0,0,0,0,0,0
ENSG00000123684,1149,2310,3406,3300,2555,2791,2502,2310,1211
ENSG00000225338,7,4,4,13,6,8,8,4,1
ENSG00000224407,0,0,0,0,0,0,0,0,0
ENSG00000232463,0,0,0,0,0,0,0,0,0
ENSG00000225171,0,9,7,5,2,2,9,9,2
ENSG00000235386,0,0,0,0,0,0,0,0,0
ENSG00000213690,2,1,0,0,0,0,0,1,0
ENSG00000229832,3,5,4,9,3,3,1,5,3
ENSG00000237514,0,0,0,0,0,0,0,0,0
ENSG00000287856,0,3,1,0,0,0,2,3,0
ENSG00000203705,30,496,112,47,864,1063,613,496,42
ENSG00000224040,2,304,1,9,348,327,335,304,0
ENSG00000228686,0,9,1,4,2,2,11,9,1
ENSG00000174175,0,1,0,0,0,0,0,1,0
ENSG00000236401,0,0,0,0,0,0,0,0,0
ENSG00000215800,0,0,0,0,0,0,0,0,0
ENSG00000270936,0,0,0,0,0,0,0,0,0
ENSG00000008118,7,2,20,14,1,4,2,2,6
ENSG00000171161,264,1393,1085,776,1538,2078,1652,1393,402
ENSG00000241505,0,0,0,0,0,0,0,0,0
ENSG00000261453,0,0,0,0,0,0,0,0,0
ENSG00000231020,0,0,0,0,0,0,0,0,0
ENSG00000270818,0,0,0,0,0,0,0,0,0
ENSG00000196878,3751,96,6033,9922,60,81,114,96,2305
ENSG00000225561,0,0,0,0,0,0,0,0,0
ENSG00000074964,38,198,126,73,207,310,209,198,51
ENSG00000223847,0,0,0,0,0,0,0,0,0
ENSG00000277704,0,0,0,0,0,0,0,0,0
ENSG00000240963,0,0,0,0,0,0,0,0,0
ENSG00000226570,0,0,0,0,0,0,0,0,0
ENSG00000198929,10,87,32,32,61,62,96,87,6
ENSG00000174606,253,1263,687,663,1679,1628,1458,1263,255
ENSG00000236905,0,0,0,0,0,0,0,0,0
ENSG00000227887,0,1,1,0,0,0,0,1,0
ENSG00000116903,123,956,353,340,1055,1053,1099,956,134
ENSG00000226196,0,0,0,0,0,0,0,0,0
ENSG00000287354,1,0,0,0,0,0,0,0,1
ENSG00000233827,0,0,0,0,0,0,0,0,0
ENSG00000198797,101,1,394,334,0,0,6,1,149
ENSG00000151414,213,2811,366,628,2779,3016,2997,2811,142
ENSG00000177614,53,81,249,124,65,141,83,81,90
ENSG00000235182,0,0,0,0,0,0,0,0,0
ENSG00000287157,0,0,2,1,0,0,0,0,1
ENSG00000225755,1,0,6,2,0,0,0,0,1
ENSG00000197472,4,247,36,30,294,247,300,247,18
ENSG00000230184,0,1,1,1,0,3,3,1,0
ENSG00000232436,0,0,0,0,0,0,0,0,0
ENSG00000136643,521,1716,1663,1838,2491,2659,2129,1716,593
ENSG00000236317,1,0,1,0,5,0,4,0,0
ENSG00000176855,0,403,7,4,338,380,529,403,3
ENSG00000225401,0,0,3,3,0,0,1,0,1
ENSG00000228190,0,0,0,0,0,0,0,0,0
ENSG00000135747,1,25,10,5,23,16,28,25,4
ENSG00000069248,618,4306,2028,1735,3863,4290,5034,4306,752
ENSG00000253148,0,0,0,0,0,0,0,0,0
ENSG00000227751,0,0,0,0,0,0,0,0,0
ENSG00000090104,0,11,0,0,6,13,18,11,0
ENSG00000236468,1,6,0,4,16,14,11,6,0
ENSG00000185220,20,864,78,76,692,1003,1127,864,28
ENSG00000236101,1,0,2,2,0,0,0,0,5
ENSG00000162769,212,1717,611,518,1958,2330,1748,1717,184
ENSG00000278684,0,0,0,0,0,0,0,0,0
ENSG00000236775,0,0,0,0,0,0,4,0,0
ENSG00000042781,8,7,34,35,26,21,17,7,17
ENSG00000228646,0,0,0,0,0,0,0,0,0
ENSG00000233332,1,5,2,1,1,3,0,5,1
ENSG00000231984,0,0,0,0,0,0,0,0,0
ENSG00000277462,65,182,239,214,187,203,205,182,85
ENSG00000035687,426,2285,1591,1472,2518,2692,2643,2285,600
ENSG00000180287,36,1,138,153,0,9,2,1,30
ENSG00000226693,0,0,0,0,0,0,0,0,0
ENSG00000231272,0,0,0,2,0,0,0,0,0
ENSG00000223828,0,0,0,1,0,0,0,0,1
ENSG00000226723,4,8,12,11,6,2,5,8,4
ENSG00000272672,0,0,1,0,1,4,1,0,0
ENSG00000235096,0,0,0,1,0,0,0,0,0
ENSG00000007341,183,878,588,554,1422,1535,995,878,226
ENSG00000143324,300,2508,927,832,2702,3218,2773,2508,340
ENSG00000225222,0,0,0,1,0,0,0,0,0
ENSG00000198842,0,78,0,0,562,791,116,78,0
ENSG00000286619,63,9,229,203,9,20,14,9,86
ENSG00000198756,14,40,62,44,75,123,75,40,24
ENSG00000227554,0,0,0,0,0,0,0,0,1
ENSG00000178596,1,0,0,5,0,0,0,0,0
ENSG00000054282,225,1320,752,711,1400,1642,1568,1320,287
ENSG00000183780,70,7,161,206,3,7,15,7,48
ENSG00000229663,1,0,0,0,1,0,1,0,0
ENSG00000162702,760,1425,2361,2302,1540,1517,1775,1425,907
ENSG00000228530,0,0,0,0,0,0,0,0,0
ENSG00000143194,1,3,1,0,3,5,2,3,0
ENSG00000054267,204,5181,459,589,4237,3987,6064,5181,170
ENSG00000287921,7,0,12,11,0,0,0,0,5
ENSG00000232166,0,0,0,0,0,0,0,0,1
ENSG00000175137,503,1408,1156,1375,1196,1606,1635,1408,442
ENSG00000134245,28,36,92,119,27,56,58,36,34
ENSG00000187889,0,66,3,2,157,169,71,66,3
ENSG00000097046,696,2812,1832,2109,3398,3215,3189,2812,716
ENSG00000231378,0,0,0,0,0,1,0,0,0
ENSG00000235605,0,1,1,10,5,5,2,1,0
ENSG00000224857,0,0,1,1,0,0,0,0,0
ENSG00000273367,3,18,9,22,10,13,13,18,0
ENSG00000231605,2,0,2,2,6,2,0,0,0
ENSG00000236358,0,6,2,3,8,5,9,6,0
ENSG00000203737,0,0,3,1,2,0,2,0,1
ENSG00000215873,3,0,0,1,0,2,1,0,0
ENSG00000185420,78,804,204,233,596,868,812,804,74
ENSG00000272175,3,0,5,5,0,0,0,0,2
ENSG00000213070,2,3,2,8,1,2,3,3,1
ENSG00000229747,0,0,0,0,0,0,0,0,0
ENSG00000136636,1225,3366,3910,4048,4824,5033,3956,3366,1483
ENSG00000225486,0,6,0,2,4,4,2,6,0
ENSG00000163874,177,1528,565,364,1121,1746,1534,1528,229
ENSG00000213068,0,0,0,2,2,0,0,0,0
ENSG00000054392,46,144,164,127,119,222,140,144,61
ENSG00000188739,6,28,14,4,34,40,29,28,4
ENSG00000273198,0,0,1,0,0,0,0,0,0
ENSG00000225719,0,0,0,0,0,0,0,0,0
ENSG00000273483,2,3,15,11,6,8,4,3,3
ENSG00000232809,0,0,0,0,0,0,0,0,0
ENSG00000285981,0,0,0,0,0,0,0,0,0
ENSG00000215796,1,2,2,1,1,6,4,2,1
ENSG00000233047,0,0,0,0,0,0,0,0,0
ENSG00000143341,24,0,99,91,4,2,0,0,24
ENSG00000116703,0,0,1,0,0,0,0,0,0
ENSG00000264341,0,0,0,0,0,0,0,0,0
ENSG00000264101,0,0,0,0,0,0,0,0,0
ENSG00000252404,0,0,0,0,0,0,0,0,0
ENSG00000243267,0,2,1,0,0,0,0,2,0
ENSG00000252151,0,0,0,0,0,0,0,0,0
ENSG00000252969,0,0,0,0,0,0,0,0,0
ENSG00000252956,0,0,0,0,0,0,0,0,0
ENSG00000284357,0,0,0,0,0,0,0,0,0
ENSG00000207237,0,0,0,0,0,0,0,0,0
ENSG00000252691,0,0,0,0,0,0,0,0,0
ENSG00000207941,0,0,0,0,0,0,0,0,0
ENSG00000199963,0,0,0,0,2,0,1,0,0
ENSG00000264698,0,0,0,0,0,0,0,0,0
ENSG00000207328,0,0,0,0,0,0,0,0,0
ENSG00000207466,0,0,0,0,0,0,0,0,0
ENSG00000252368,0,0,0,0,0,0,0,0,0
ENSG00000206779,0,0,2,0,1,0,0,0,0
ENSG00000200796,0,0,0,0,0,0,0,0,0
ENSG00000252190,0,0,0,0,0,0,0,0,0
ENSG00000283724,0,0,0,0,0,0,0,0,0
ENSG00000284410,0,0,0,0,0,0,0,0,0
ENSG00000252018,0,0,0,0,0,0,0,0,0
ENSG00000206627,0,4,2,1,6,6,5,4,0
ENSG00000207508,1,0,1,0,0,0,0,0,0
ENSG00000200171,0,0,0,0,0,0,0,0,0
ENSG00000207194,0,0,0,0,0,0,0,0,0
ENSG00000283477,0,0,0,0,0,0,0,0,0
ENSG00000263675,0,2,3,1,0,2,0,2,0
ENSG00000238653,0,0,0,0,0,0,0,0,0
ENSG00000212624,0,0,1,0,0,0,0,0,0
ENSG00000200575,0,0,0,0,0,0,0,0,0
ENSG00000212360,0,0,1,0,2,0,0,0,0
ENSG00000251825,0,0,0,0,0,0,0,0,0
ENSG00000222624,0,0,0,0,0,0,0,0,0
ENSG00000223152,0,0,0,0,0,0,0,0,0
ENSG00000212308,0,0,0,0,2,3,7,0,0
ENSG00000276081,0,0,0,0,0,0,0,0,0
ENSG00000239640,0,0,0,0,0,0,0,0,0
ENSG00000252338,0,0,0,0,0,0,0,0,0
ENSG00000239319,0,0,0,0,0,0,0,0,0
ENSG00000251767,0,0,0,0,0,0,0,0,0
ENSG00000202263,0,0,0,0,0,0,0,0,0
ENSG00000199318,0,0,0,0,1,1,0,0,0
ENSG00000199666,0,0,0,0,0,0,0,0,0
ENSG00000200601,0,0,0,0,0,0,0,0,0
ENSG00000242482,0,0,0,0,0,0,0,0,0
ENSG00000201620,0,0,0,0,0,0,0,0,0
ENSG00000206817,0,0,0,0,0,1,0,0,0
ENSG00000264963,0,0,0,0,0,0,0,0,0
ENSG00000198974,1,0,1,0,0,0,0,0,0
ENSG00000212248,0,0,0,0,0,0,0,0,0
ENSG00000207962,0,0,0,0,0,0,0,0,0
ENSG00000207234,0,1,3,1,2,3,2,1,1
ENSG00000202259,1,0,1,1,1,1,0,0,2
ENSG00000212459,0,0,0,0,0,0,0,0,0
ENSG00000263526,0,0,0,0,0,0,0,0,0
ENSG00000211575,2,8,3,6,4,3,10,8,0
ENSG00000202254,0,0,0,0,0,0,0,0,0
ENSG00000201491,0,0,0,0,0,0,0,0,0
ENSG00000275455,0,0,0,0,0,0,0,0,0
ENSG00000200800,0,0,0,0,0,0,0,0,0
ENSG00000252530,0,0,0,0,0,0,0,0,0
ENSG00000200536,0,0,0,0,0,0,0,0,0
ENSG00000211543,0,0,0,0,0,0,0,0,0
ENSG00000252797,0,0,0,0,0,0,0,0,0
ENSG00000212266,0,0,0,0,0,0,0,0,0
ENSG00000222209,0,0,0,0,0,0,0,0,0
ENSG00000277141,0,0,0,0,0,0,0,0,0
ENSG00000215930,0,0,0,0,0,0,0,0,0
ENSG00000238761,0,0,0,0,0,0,0,0,0
ENSG00000222069,0,0,2,0,2,0,0,0,0
ENSG00000252005,0,0,0,0,0,0,0,0,0
ENSG00000252510,0,0,1,0,0,0,0,0,2
ENSG00000252830,0,0,0,0,0,0,0,0,0
ENSG00000283296,0,2,2,1,0,0,1,2,2
ENSG00000252717,0,0,0,0,0,0,0,0,0
ENSG00000277313,0,0,0,0,0,0,0,0,0
ENSG00000207472,0,0,0,0,0,0,0,0,0
ENSG00000199849,0,0,0,0,0,0,0,0,0
ENSG00000212538,0,0,0,0,0,0,0,0,0
ENSG00000251813,0,0,0,0,0,0,0,0,0
ENSG00000207108,0,0,0,0,0,0,0,0,0
ENSG00000202491,0,0,0,0,0,0,0,0,0
ENSG00000201596,0,0,0,0,0,0,0,0,0
ENSG00000273629,0,0,0,0,0,0,0,0,0
ENSG00000201493,0,0,0,0,0,0,0,0,0
ENSG00000200139,0,0,0,0,0,0,0,0,0
ENSG00000253025,0,0,0,0,0,0,0,0,0
ENSG00000201544,0,2,4,1,4,0,3,2,2
ENSG00000202498,0,0,0,0,0,0,0,0,0
ENSG00000221545,0,0,0,0,0,0,0,0,0
ENSG00000252906,3,0,5,1,0,1,0,0,2
ENSG00000202329,0,0,0,0,0,0,0,0,0
ENSG00000242794,0,0,0,0,0,0,2,0,0
ENSG00000283340,0,0,0,0,0,0,0,0,0
ENSG00000252860,0,0,0,0,0,0,0,0,0
ENSG00000263390,0,0,0,0,0,0,0,0,0
ENSG00000207181,4,23,13,9,23,27,27,23,3
ENSG00000264377,0,0,1,0,0,0,0,0,0
ENSG00000207149,0,0,0,0,0,0,0,0,0
ENSG00000284485,0,0,0,0,0,0,0,0,0
ENSG00000239494,0,2,1,1,4,0,9,2,0
ENSG00000199442,0,0,0,0,0,0,0,0,0
ENSG00000239690,0,0,0,0,0,0,0,0,0
ENSG00000202184,0,0,2,0,0,0,0,0,0
ENSG00000241395,0,0,0,1,0,0,0,0,0
ENSG00000200982,0,0,0,0,0,0,0,0,0
ENSG00000222407,0,0,1,0,0,0,0,0,0
ENSG00000200495,0,1,0,0,0,0,0,1,0
ENSG00000252553,0,0,0,0,0,0,0,0,0
ENSG00000222240,0,0,0,0,0,0,0,0,0
ENSG00000212187,0,0,0,0,0,0,0,0,0
ENSG00000200036,0,0,0,0,0,0,0,0,0
ENSG00000212610,0,0,0,0,0,1,0,0,0
ENSG00000200327,0,0,0,0,0,0,0,0,0
ENSG00000200972,0,0,0,0,0,0,0,0,0
ENSG00000252011,0,0,1,0,0,0,0,0,0
ENSG00000207326,0,0,0,0,0,0,0,0,0
ENSG00000212205,0,0,0,0,0,0,0,0,0
ENSG00000264358,0,0,1,0,0,0,0,0,0
ENSG00000212527,0,0,0,0,0,0,0,0,0
ENSG00000252879,0,1,1,0,1,0,1,1,0
ENSG00000202264,0,0,0,0,0,0,0,0,0
ENSG00000285609,0,0,0,0,0,0,0,0,0
ENSG00000252084,1,0,0,2,0,0,0,0,0
ENSG00000200085,0,0,1,0,2,0,0,0,0
ENSG00000264500,0,0,0,0,0,0,0,0,0
ENSG00000202025,0,0,0,0,0,0,0,0,0
ENSG00000225545,0,0,0,0,0,0,0,0,0
ENSG00000206990,0,0,0,0,0,0,0,0,0
ENSG00000230175,0,1,1,2,1,0,0,1,2
ENSG00000225272,0,0,0,0,0,0,0,0,0
ENSG00000273365,0,3,0,0,1,1,6,3,1
ENSG00000230659,0,1,0,0,0,1,1,1,0
ENSG00000162545,152,4513,179,483,1531,1942,3996,4513,75
ENSG00000090432,220,647,719,645,556,825,788,647,305
ENSG00000215520,0,0,0,0,0,0,0,0,0
ENSG00000183114,4,13,14,9,0,0,21,13,3
ENSG00000158825,343,7,557,1031,4,8,4,7,185
ENSG00000158828,31,305,90,79,158,222,325,305,31
ENSG00000284005,0,0,0,0,0,0,0,0,0
ENSG00000234473,0,0,2,0,0,2,1,0,0
ENSG00000238754,0,0,0,1,0,0,1,0,1
ENSG00000221680,0,0,0,0,0,0,0,0,0
ENSG00000162630,4,0,4,3,0,1,1,0,2
ENSG00000276735,0,2,0,0,0,0,3,2,0
ENSG00000229639,0,2,0,0,1,0,1,2,0
ENSG00000287453,0,1,0,0,0,0,0,1,0
ENSG00000270615,0,0,0,0,0,0,0,0,0
ENSG00000287283,0,1,1,0,0,0,0,1,0
ENSG00000240692,0,0,0,0,0,0,0,0,0
ENSG00000237919,1,0,0,3,1,0,1,0,0
ENSG00000066557,245,1404,720,695,1476,1478,1608,1404,275
ENSG00000244389,0,0,5,2,0,0,1,0,0
ENSG00000228988,3,0,8,5,4,2,0,0,1
ENSG00000118454,285,1515,875,999,1763,1653,1767,1515,323
ENSG00000116761,20,529,95,88,1023,1213,520,529,50
ENSG00000278636,1,0,0,0,0,0,0,0,0
ENSG00000271992,0,1,0,1,5,3,2,1,0
ENSG00000237033,0,0,0,0,0,1,0,0,0
ENSG00000007968,27,243,121,59,361,333,342,243,36
ENSG00000117318,121,3050,1037,383,898,1198,3509,3050,468
ENSG00000229239,0,0,0,0,0,0,0,0,0
ENSG00000142676,5471,35501,15352,16544,43227,61351,38667,35501,5692
ENSG00000057757,231,1537,604,588,1506,1793,2012,1537,240
ENSG00000117308,92,696,284,275,524,814,840,696,140
ENSG00000273844,0,0,0,0,0,0,0,0,0
ENSG00000235748,0,0,9,10,0,0,0,0,0
ENSG00000221879,0,0,0,1,0,1,0,0,0
ENSG00000230260,0,0,0,0,0,0,0,0,0
ENSG00000199241,0,0,0,0,0,0,0,0,0
ENSG00000223963,0,0,4,0,0,0,1,0,0
ENSG00000215802,0,0,0,1,0,0,0,0,0
ENSG00000233615,2,1,0,2,0,2,3,1,0
ENSG00000238085,1,0,0,4,0,0,0,0,0
ENSG00000265831,0,0,0,0,0,0,0,0,0
ENSG00000224348,0,0,0,0,0,0,0,0,0
ENSG00000287738,0,2,2,3,9,0,3,2,3
ENSG00000132703,0,0,0,0,0,0,0,0,0
ENSG00000276632,0,0,0,0,0,0,0,0,0
ENSG00000223603,0,0,0,0,0,0,0,0,0
ENSG00000132693,0,0,0,0,0,0,0,0,0
ENSG00000235226,0,0,0,0,0,0,0,0,0
ENSG00000158716,13,269,91,33,325,449,258,269,50
ENSG00000181036,0,0,0,2,0,0,0,0,1
ENSG00000158714,0,0,0,0,0,0,0,0,0
ENSG00000212161,0,0,0,0,0,0,0,0,0
ENSG00000243284,2,0,0,8,0,0,0,0,1
ENSG00000213085,5,121,7,13,92,145,121,121,2
ENSG00000266458,0,0,0,0,0,0,0,0,0
ENSG00000287040,0,5,0,1,1,1,1,5,0
ENSG00000279430,2,0,1,9,0,0,0,0,7
ENSG00000162723,451,1,33,1025,13,19,5,1,12
ENSG00000273933,0,0,0,0,1,5,4,0,0
ENSG00000256029,0,0,6,4,0,0,0,0,1
ENSG00000188004,0,0,0,0,0,0,0,0,0
ENSG00000266580,0,0,0,0,0,0,0,0,0
ENSG00000254545,3,1,5,2,0,0,0,1,1
ENSG00000269967,2,2,4,10,6,1,2,2,4
ENSG00000228634,1,0,6,3,1,3,4,0,1
ENSG00000284702,0,1,0,0,0,0,0,1,0
ENSG00000221040,0,0,0,0,0,0,0,0,0
ENSG00000163399,3109,15627,8648,10163,7008,8163,19206,15627,3173
ENSG00000212385,0,0,0,0,0,0,0,0,0
ENSG00000200547,0,0,0,0,0,0,0,0,0
ENSG00000224950,6,5,28,17,4,9,2,5,14
ENSG00000177888,138,2073,384,504,1830,1760,2480,2073,150
ENSG00000243364,106,488,289,326,421,486,568,488,102
ENSG00000251246,0,0,0,0,0,0,0,0,0
ENSG00000143590,78,1685,64,171,742,850,1869,1685,18
ENSG00000202027,0,0,0,0,0,0,0,0,0
ENSG00000169242,63,1682,275,195,1234,1939,2045,1682,97
ENSG00000169241,314,5775,1191,889,5712,6996,6434,5775,426
ENSG00000223452,0,0,0,0,0,0,2,0,0
ENSG00000163463,20,422,88,66,261,321,439,422,27
ENSG00000273088,0,0,0,0,0,0,0,0,0
ENSG00000284586,0,0,0,0,0,0,0,0,0
ENSG00000169231,25,317,76,49,226,250,370,317,25
ENSG00000177628,195,1449,879,524,1725,2554,1742,1449,320
ENSG00000143630,14,182,60,59,69,91,175,182,20
ENSG00000143627,1,4,2,1,1,2,4,4,0
ENSG00000253074,0,0,0,0,0,0,0,0,0
ENSG00000252116,0,0,0,0,0,0,0,0,0
ENSG00000228523,0,0,1,0,0,0,0,0,0
ENSG00000223263,0,0,0,0,0,0,0,0,0
ENSG00000207504,0,0,0,0,0,0,0,0,0
ENSG00000238139,0,0,0,0,0,0,0,0,0
ENSG00000197721,0,0,0,1,0,0,0,0,0
ENSG00000244703,0,0,0,0,0,0,0,0,0
ENSG00000226289,0,0,0,0,0,0,0,0,0
ENSG00000285239,0,0,0,0,0,0,0,0,0
ENSG00000234219,1,1,7,0,0,0,0,1,2
ENSG00000174059,3,12,5,5,11,25,27,12,1
ENSG00000158731,1,0,0,0,0,0,0,0,0
ENSG00000201746,0,3,0,0,0,3,3,3,0
ENSG00000264881,0,0,0,0,0,0,0,0,0
ENSG00000199562,0,0,2,0,0,0,1,0,0
ENSG00000264501,0,0,0,0,0,0,0,0,0
ENSG00000284735,1,7,5,1,10,8,7,7,2
ENSG00000284642,1,20,9,4,20,30,21,20,3
ENSG00000142657,1454,9602,4812,4120,11221,13991,11474,9602,1899
ENSG00000271989,0,0,2,1,1,1,1,0,1
ENSG00000251503,1,2,2,2,3,3,0,2,1
ENSG00000175279,7,67,28,14,75,110,66,67,14
ENSG00000160049,529,3877,2550,1636,5220,5676,4706,3877,923
ENSG00000203469,0,0,0,0,0,0,0,0,0
ENSG00000236035,4,132,35,18,251,273,154,132,5
ENSG00000221643,0,4,4,0,0,2,1,4,0
ENSG00000227417,1,0,6,4,0,0,4,0,4
ENSG00000223505,0,0,8,1,0,1,2,0,0
ENSG00000182004,90,1605,299,273,2592,2748,1982,1605,123
ENSG00000236430,1,2,0,0,3,0,4,2,1
ENSG00000130768,21,428,51,45,632,802,453,428,14
ENSG00000238231,2,1,3,0,3,0,1,1,1
ENSG00000240750,0,0,2,1,3,4,1,0,0
ENSG00000158156,154,291,354,419,334,516,321,291,135
ENSG00000182118,56,169,192,121,192,215,176,169,66
ENSG00000283799,0,0,0,0,0,0,0,0,0
ENSG00000227934,6,45,13,12,61,72,52,45,3
ENSG00000229595,0,0,0,0,0,0,0,0,0
ENSG00000143633,84,1256,381,210,2133,2510,1534,1256,140
ENSG00000281912,5,177,34,18,253,319,208,177,19
ENSG00000288208,0,0,0,0,0,0,0,0,0
ENSG00000132773,55,456,223,148,606,778,565,456,86
ENSG00000070759,16,269,73,62,237,342,324,269,27
ENSG00000236872,0,0,0,2,2,0,0,0,0
ENSG00000280670,11,71,44,35,81,106,126,71,18
ENSG00000132763,176,1526,885,556,2007,2527,1731,1526,272
ENSG00000226164,0,0,0,0,0,0,0,0,0
ENSG00000224014,0,2,0,1,2,1,2,2,0
ENSG00000215795,1,1,1,0,0,0,2,1,4
ENSG00000259865,6,97,32,25,74,82,88,97,5
ENSG00000283881,0,0,0,0,0,0,0,0,0
ENSG00000252516,0,2,3,2,5,1,2,2,0
ENSG00000214144,0,22,1,5,34,30,40,22,0
ENSG00000235818,0,0,1,0,0,0,0,0,0
ENSG00000202079,0,1,0,2,0,0,0,1,1
ENSG00000169224,1,16,0,1,0,3,20,16,0
ENSG00000177489,0,0,0,0,0,0,0,0,0
ENSG00000177476,0,0,0,0,0,0,0,0,0
ENSG00000283369,0,0,0,0,0,0,0,0,0
ENSG00000230411,1,0,3,2,0,0,1,0,0
ENSG00000251977,0,0,0,0,0,0,0,0,0
ENSG00000252254,0,1,0,0,0,0,0,1,0
ENSG00000227854,5,1,1,8,1,3,2,1,0
ENSG00000215805,0,0,0,0,0,0,0,0,0
ENSG00000228818,21,7,5,44,6,8,13,7,2
ENSG00000202041,0,0,0,0,0,0,0,0,0
ENSG00000223694,0,6,0,0,3,1,1,6,0
ENSG00000233735,0,0,1,0,0,0,0,0,0
ENSG00000133019,8,249,16,29,715,913,269,249,5
